ดีมาก,pos 
answer_7,pos
เร็ว,pos
ช้า,neg
ดี,pos
สวย,pos
เกลียด ชอบหลอกให้สั่งซื้อ ที่ไหนได้ไม่มีสิ้นค้า,neg
สินค้าด้อยคุณภาพ,neg
สินค้าหมดทำไมไม่แจ้งขึ้นว่าหมดอะ.กดใส่ตะกร้าไปเถอะ.เซ็งเรย,neg
อย่าทำแบบนี้กับใครอีกนะค่ะแย่มากค่ะ,neg
คือเเบบผิดหวังมาก เเย่ที่สุดได้ของมาฝาเเตก เเตกนิดหน่อยไม่ว่าเเตกเยอะมาก ครั้งเดียวพอจบเเยก😢,neg
ส่งช้าจัง รอนานมาก ยกเลิกก้อไม่ได้,neg
แย่มากกกกกกค่ะ เอาของพังมาให้ฉุนมาดค่ะไม่พอใจเป็นอย่างมากค่ะ. ส่งของ ก็ไม่ได้ใบเสร็จ. ไม่ไหวจะเคลียร์,neg
ไม่แนะนำซื้อมาใช้ได้วันเดียวใช้ไม่ได้แล้ว,neg
แย่ๆสั่งสินค้าไปหลายวันแล้วไม่ส่งให้สักทีเหนื่อยกับการรอคอย,neg
เสียความรู้สึกอย่างมาก สวยแต่ในรูปใส่ได้ครั้งเดียว ไม่ดี,neg
ยอดเยี่ยมค่ะ ราคาเหมาะสม บอกต่อได้เลยค่ะ,pos
สวยค่ะ เหมือนในรูปเลย ชอบค่ะ ส่งของไวมากก,pos
ใช้ดีค่ะหน้านุ่มและขาวขึ้น,pos
จัดส่งเร็วมาก สะดวกดี ของจริงขนาดใหญ่กว่าที่คิดไว้ แต่ใช้งานได้ดี,pos
ชอบสินค้ามาก ไม่ผิดหวังที่รอ สวยยังบรรจุภัณฑ์คับ,pos
สินค้าส่งรวดเร็ว พอใจในสินค้าครับ,pos
สินค้าคุณภาพดี แข็งแรง เสียงดี เด็กๆ ชอบ และยังส่งเร็วด้วยค่ะ,pos
ราคากับคุณภาพของสินค้ามีความเหมาะสม ใช้งานง่าย,pos
ส่งของไว ห่อพัสดุดี  ของใช้งานเยี่ยม,pos
สวยค่ะ การจัดส่งก็รวดเร็วดีค่ะ,pos
ใช้เดือนเดียวพังแย่ๆมากๆ,neg
เสียใจความรู้สึกมากกระเป๋าบางมากไม่ตรงกะแบบสินค้าที่ลงการแพ็คของส่งก็แย่เอาถุงดำที่ใส่ขยะแถมสกปรกมากทำไมไม่ตรวจสอบก่อนส่งถึงมือลูกค้าเราไปซื้อของคุณนะไม่ได้ไปขอฟรีๆปรับปรุงด่วน!!!!,neg
การส่งของแย่มาก ขนาดตะโกนว่ารอเดี๋ยว ยังโยนสินค้าข้ามรั้ว ถ้าโน้ตบุคเสียหายจะทำยังไง,neg
ใช้ในรถระบบเสีย พังใช้ต่อไม่ได้,neg
ผิดหวัง ลบไม่ออก,neg
หมดอายุแล้วไม่ควรเอามาลงขายค่ะเสียใจผิดหวังมากๆค่ะกว่าจะหมดแพงด้วยนะ,neg
ส่งช้ามาก ตอนนี้ยังไม่ได้ของ,neg
ได้รับของแล้วผิดหวังมาก ไม่ดีเลยค่ะ,neg
สินค้าไม่มีคุณภาพสายกางเกงไม่เท่ากัน,neg
ช้าสุดๆรอจนรำคาญละ,neg
คุณภาพคุ้มค่าครับ,pos
ส่งเร็วดี ใช้ดีคุ้มมาก ราคาถูก,pos
ได้รับสินค้าเร็วค่ะ และสินค้าก็มีคุณภาพ สวมใส่สบายตัวมากๆๆ เลยค่ะ,pos
ได้รับของเร็วมาก.. แถมสินค้าได้ตามต้องการสวยมาก,pos
รับประทานดีอยู่นะครับ มองเห็นความเปลี่ยนแปลงของร่างกาย ทานแล้วรู้สึกว่าดีนะ,pos
ใช้ได้ดีเหมาะกับราคานี้ ก็สรุปว่าดีครับ,pos
สินค้าใช้แล้วดีมากไม่ทำให้ลูกแพ้เลยแถมราคาถูกกว่าในห้างและตามร้านค้าอีก,pos
ใช้งานดีมากส่งของก็เร็วของครับ,pos
ส่งไวมาก สั่งตอนเย็น ตอนเช้าได้แล้ว สินค้าแพ็คมาดีมาก ใช้งานได้ปกติไม่มีปัญหาอะไร ถือว่าคุ้มค่าสุดๆครับ,pos
วัสดุค่อนข้างดีนับว่าคุ้มราคาครับ,pos
สินค้าไม่เหมือนในรูป ผิดหวังมาก เย็บไม่ดีเลย,neg
ใช้แล้วสิวขึ้นเต็มเลยไม่รู้แพ้รึเปล่า....เซ็งเลยเหลือตั้งเยอะเสียดายมาก,neg
คุณภาพแย่มากใช้งานไม่ได้แม้แต่ครั้งเดียว,neg
ผิดหวังมาก ไม่แนะนำให้ใช้ค่ะ,neg
สรุปแพงกว่าท้องตลาดคะแย่มากเสียความ,neg
รู้สึกผิดหวังมาก ไม่ใช่แบบที่หวังไว้เลยย,neg
แย่มากๆๆๆๆ ไม่ส่งของแถมมาให้ตามที่โฆษณา,neg
งานไม่ค่อยดี ไม่สมกับราคา,neg
แย่มากเลย นมใกล้หมดอายุ ครั้งนี้ครั้งสุดท้ายนะคะที่จะสั่ง,neg
ใช้ได้ไม่กี่เดือนก็พังล่ะยังใช้ไม่คุ้มกับราคาที่ซื้อมาเลย,neg
ใส่สบายสั่งหลายรอบแล้วจร้าาา,pos
ส่งของรวดเร็วดี คุณภาพใช้ได้ค่ะ,pos
ใช้งานได้ดีราคาไม่แพงมาก,pos
ชอบที่ส่งเร็วมากครับ ทันใจดีจิงๆ,pos
รับของไว พนักงานส่งของดีมาก คุณภาพคุ้มราคา,pos
ดีครับ คุ้มค่าคุ้มราคา น่าจะใช้งานได้ทนทานมือใหม่น่าเอามาใช้ครับ,pos
คุณภาพพอใช้ได้  ดูบอบบางจัง ต้องดูระยะการใช้งานระยะยาวค่ะรวม ๆ ถือว่าโอเคค่ะ,pos
สินค้าแพคอย่างดี ที่สำคัญส่งขอเร็วมาก คิดว่าจะได้ช้าเสียอีก,pos
ส่งของไวมาก แต่ราคาขึ้นลงบ่อยมา ต้องเข้ามาเช็คราคาบ่อยๆ ว่าวันไหนจะราคาถูก แต่คุ้มแน่นอนค่ะ เลือกซื้ออันนี้ไม่ผิดหวังค่ะ,pos
ได้รับของเร็วมาก กระทะร้อนเร็ว ทำอาหารได้หลายอย่างเลยค่ะ ชอบมาก,pos
เสียดายที่ไว้ใจใช้บริการผิดหวังมาก เอาสินค้าของคุณคือไปเถอะ แล้วคืนเงินให้เรา สั่งของก็บ่อยต่อไปไม่สั่งแล้ว แย่มากๆๆๆๆๆๆๆๆๆๆๆๆๆๆ,neg
แย่มากอย่าสั่งนะ,neg
แย่มาก รูปดูสวยหรูดีนะ แต่มาเจอของจริงนี่แย่สุดๆ สินค้าไม่สมกับราคาเลย,neg
แย่มากเสียดายเงิน,neg
สินค้ามีรอยตำหนิ เป็นรอยง่าย,neg
สินค้าคุณภาพแย่มาก วัสดุเหมือนหมดอายุแล้ว,neg
สินค้าส่งมาแตกหัก ยังไม่ได้ประกอบเลย เสียความรู้สึก,neg
ซื้อแล้วผิดหวังสินค้าไม่มีคุณภาพ,neg
แย่มาก บิดน้ำไม่แห้ง เสียดายตังมาก,neg
ตกใจมาก โคตรแย่ ก่อนหน้านี้ใช้ดี ชอบมาก ปลอดภัยดี ตอนระเบิดมีกลิ่นไหม้กับประกายไฟ ไม่เป็นแผลแต่เป็นดำๆ ที่มือ แสบเล็กน้อย,neg
สินค้าใช้ดีสีสดใช้จนถึงทุกวันนี้,pos
ร้านนี้ ขายสินค้าตรงตามประกาศ ส่งตามกำหนด สินค้าใช้งานดี,pos
ถูกกว่าในห้างเยอะเลยครับ ภาพชัด สินค้าใหม่ พนักงานบริการดีมาก สั่งสินค้ากับลาซาด้าไม่เคยผิดหวังเลยครับ,pos
แรงดี หน้าจอใหญ่ ส่งของเร็ว พอใจครับ,pos
จอใหญ่มาก คุณภาพเสียง ชัดเจนดีมาก โดยรวมแล้วคุ้มค่ามาก,pos
พกพาสะดวก ได้ของเร็ว,pos
โอเคมาก เป็นอย่างที่คาดหวังไว้ เยี่ยม,pos
ได้สินค้าภายในสองวัน OK นะครับ สมราคา ใช้งานได้ปกติ,pos
ดีมากๆๆคะ ได้เร็ว แพ๊คดี สินค้าสภาพดี ราคาถูก ไม่ต้องไปเดินช๊อปเอง ดีคะ,pos
ส่งของรวดเร็วมาก สินค้าใหม่ด้วย โดยรวมให้คะแนนเต็มครับ,pos
ไม่พึงพอใจเลย  สินค้าผลิตจากพลาสติกด้อยคุณภาพ  ก๊องแก๊งมาก,neg
แพ็คของไม่ดีมากเลยครับข้างในกล่องฉีกขาดไม่สวยเลย,neg
คุณภาพสินค้าไม่น่าประทับใจ,neg
วัสดุแย่ ขาดง่าย เสียดายเงิน,neg
อย่าขายเลย ยกเลิกโปรนี้เถอะ เสียความรู้สึก ดูมาหลายเดือนละ,neg
แบตแย่มากค่ะ หมดเร็วมาก รับประกันไม่ได้ชวยอะไรเลย,neg
เห็นแล้วรู้สึกแย่ ไม่มั่นใจในสินค้าร้านนี้,neg
คุณภาพแย่มากค่ะ ใช้ครั้งแรกมีกลิ่นไหม้ออกมาเลยแถมข้าวไม่สุกด้วย,neg
เสียเวลามากๆ กว่าจะทำเรื่องคืนเงินได้ ของก็ต้องใช้ ต้องไปซื้อใหม่ เสียเงินซ้ำอีก ระบบการทำงานแย่มาก มันเหมือนกันมากเลยหรือ ส่งผิดรุ่นได้,neg
หลอกลวง ต้มตุ๋น เอาของปลอมมาขาย ร้านโจร,neg
ส่งเร็วทันใช้ตามความต้องการ,pos
เนื้อผ้าดีแต่ไม่หนา เซ็กซี่ดีแต่ไม่โป๊ะ คุณภาพสมกับราคา,pos
ง่ายดีไม่ต้องหาซื้อให้ยุ่งยาก,pos
สมราคาค่ะ ภาพชัดเจน เทียบกับยี่ห้ออื่นราคาถูกกว่า,pos
สวยมาใช้งานง่ายมากที่สำคัญส่งเร็วมาก,pos
เสียงดี ส่งเร็ว ราคานี้คุ้มครับ,pos
ใช้ดียังไม่มีปัญหาอะไรค่ะชอบมาก,pos
สเป็คถือว่าโอเครเลยคับ ไหลลื่นดีไม่มีสดุด สมกับราคา และคุ้มค่ามากๆเลย,pos
ใช้ดีส่งของไว มากเจ้านี้  วัสดุคุณภาพจริงจริง,pos
แพคของเรียบร้อยดีค่ะ ส่งเร็ว ไว้จะสั่งอีกนะคะ☺,pos
เกรดต่ำเหมือนกับว่าเอาของถูกๆมาคละกัน,neg
สั่งซื้อแล้วอยู่ดีๆมายกเลิก เสียความรู้สึกเลยครับ,neg
ไม่เป็นไปตามที่โฆษณา ส่งสินค้าไม่ตรงตามกำหนด เมื่อสินค้ามีปัญหาไม่รับผิดชอบใด,neg
ไม่ซึมซับลูกอับชื้นโฆษณาเกินจริงเสียเงินฟรีไม่คุ้มแย่มาก,neg
ไม่มีคู่มือ แย่มากครับ กล่องก็ไม่มี ใส่ถุงมาให้ ทุเรศมากครับ,neg
สินค้าไม่ตรงปก ของคุณภาพร้อยกว่าบาท แย่ๆ,neg
แย่มากๆสั่งของจ่ายเงิน แต่ไม่ได้ของ!,neg
ใช้ได้แป็บเดียวพังแล้ว,neg
สินค้าชำรุด ส่งมาถึงแกะดู สินค้าแตก,neg
ซื้อมายังไม่ทันเล่นเลยพังซะแล้ว,neg
ผ้านิ่ม เด้งๆ ดีกว่าที่คิดไว้ ชอบคะ,pos
โอเครค่ะได้สินค้าตามรูปผ้าใส่สบาย,pos
เสื้อสวยถูกใจค่ะส่งเร็วทันใจดี,pos
คุณภาพเหมาะสมกับราคา ใช้งานOK ต่อดูภาพจากคอมชัดมาก จัดส่งเร็วดี,pos
เนื้อผ้าดีมากๆๆๆๆเกินราคา กำลังจะสั่งเพิ่มอีก ช้าหน่อยแต่ได้มาไม่ผิดหวังเลยค่ะ,pos
ใช้ดี ราคาไม่แพงเกินค่ะ พอใจมาก,pos
ใช้ดีมากค่ะ ช่วยให้หน้าตึงขึ้น หน้าไม่เหี่ยว  เราใช้มาตลอดค่ะ สั่งอีกแน่,pos
จากการพิสูจน์เป็นหนังแท้ เลือกไม่ผิด งานเย็บละเอียด ชอบครับ,pos
แพ็คสินค้าดี สินค้าคุณภาพ สมราคา แฟนประทับใจครับ,pos
ส่งของได้เร็วมาก สินค้าใช้ได้ดีไม่มีปัญหา คุ้ม,pos
เสียความรู้สึกค่ะมาไม่ตรงที่สั่ง,neg
มันผิดพลาดอะไรหรือลงรูปเพื่อหลอกให้คนสั่งซื้ออธิบายหน่อย,neg
สินค้าคุณภาพไม่ค่อยดี,neg
สินค้ามีตำหนิ แย่มากๆ ไม่ไหวๆเลย ถ้ามีตำหนิก็บอกด้วยครับ จะได้ทำใจก่อนซื้อ,neg
เปราะบางมากความแข็งแรงน้อย มันง่ายต่อการแตกหัก,neg
ขนส่งก็ช้าสินค้ามีตำหนิแพ็คสินค้าไม่ดีมีรอยบุบ,neg
สินค้าเหมือนของปลอม เนื่อครีมเหมือนซอง 10 บาท บรรจุภัณฑ์เหมือนก๊อปมา ไม่เหมือนของจริงในห้างเลย เสียดายตังค์ ซื้อมาทิ้ง,neg
รายการไม่ดี ที่จับไม่ดีและสั้น,neg
ก็ดีนะ,pos
สินค้าดีนะครับ  ถ้าออกขายจริงแล้วก็๋บอกบ้างนะครับ,pos
very good,pos
answer_7,pos
fast, pos
slow, neg
good, pos
beautiful, pos
Hate, like to trick me into ordering. Where there is no end of stock, neg
inferior product, neg
The product is out of stock. Why not notify me that it's out of stock? Press add to cart. So sad, neg.
Don't do this to anyone else. Very bad, neg.
is very disappointed The worst thing is that the lid is broken. It's broken a little, not a lot. Once is enough to end 😢,neg
Very slow delivery, waiting too long, can't cancel, neg
Very bad Brought the broken things to be very angry. I'm very dissatisfied. Sending items did not receive a receipt. can't be clear, neg
Not recommended to buy, can be used for one day, can't be used anymore, neg
Too bad, ordered the product for several days and never sent it, tired of waiting, neg
very bad feeling Beautiful but can only be worn once in the picture, not good, neg
Excellent. Reasonable price. You can tell me more, pos.
Beautiful, just like in the picture, I like it, very fast delivery, pos
It's good to use. Soft and white face, pos.
Very fast delivery, very convenient, actually bigger than expected. but it works fine, pos
Like the product very much, not disappointed in the wait Beautiful, still tight packaging, pos
fast delivery Satisfied with the product, pos
Good quality product, strong, good sound, kids like it and also fast delivery, pos
The price and quality of the product are reasonable. easy to use, pos
Fast delivery, well packaged, great item, pos
Beautiful, fast delivery, pos
Used for a month, very badly broken, neg
Very sad feeling, the bag is very thin, does not match the product that is posted, the packing is bad, take the black bag with the garbage and get very dirty, why not check it before sending it to the customer's hand Hurry up to update it!!!!,neg
very bad delivery shouting that wait also throw goods over the fence What to do if the notebook is damaged, neg
used in broken car Broken, can't continue, neg
Disappointed, indelible, neg
It's expired and shouldn't be sold. I'm very sorry. I'm very disappointed that it will be sold out.
Very slow delivery, still haven't received the item, neg
Received the item and was very disappointed. Not good at all, neg
The product is not of the same quality, the straps are not the same, neg
Very slow. Wait until it's annoying, neg.
The quality is worth it, pos
Fast delivery, good to use, good value, cheap price, pos
I received the product quickly. and the products are of quality It's very comfortable to wear, pos.
Received items very quickly.. Free products as needed, very beautiful, pos
I'm eating well. see body changes Eat and feel good, pos
Good for this price So it's good, pos
The product is used very well, does not make the child allergic at all, plus it is cheaper than in the mall and in stores, pos
Works very well, delivery is fast, pos
Very fast delivery, ordered in the evening received in the morning. The product is packaged very well. It works normally without any problem. It's worth it, pos
The material is quite good, it is worth the price, pos.
The product is not the same as in the picture, very disappointed, the stitching is not good at all, neg
After using it, I have a lot of acne so I don't know if I'm allergic or not....so disappointed, there are a lot of leftovers, very pity, neg
Terrible quality, can't even use it once, neg
Very disappointed, not recommended, neg
In summary, more expensive than the market, very bad, neg
very disappointed Not the way I expected, neg.
Very bad. Not sending free gifts as advertised, neg.
Not good work, not worth the price, neg
Too bad, the milk is about to expire. This is the last time to order, neg
It can be used for a few months, it's broken, it's still not worth the purchase price, neg
Comfortable to wear, I've ordered several times, pos
good fast delivery quality is ok, pos
Works well, very inexpensive, pos
I like that it was delivered very quickly. Good time, pos
Received items quickly, delivery staff is very good. quality, value for money, pos
Good, worth the price. Should be able to use, durable, new to use, pos
The quality is ok, looks very fragile, must see the long-term use period. Overall, it is considered ok, pos.
well packaged product Most importantly, send requests very quickly. thought it would be too late, pos
Very fast delivery but the price goes up and down often. You have to come in to check prices often. that the day will be cheap But it's definitely worth it. Buy this one, you won't be disappointed, pos
received very fast pan heats quickly I can cook many things. I like it very much, pos.
Unfortunately, trusting to use the service is very disappointed. Take your product, let's go. then refund us Ordering is often no longer ordering. very very very very very very very very very very very very very very very very very very very very bad neg
Terrible, don't order, neg.
Terrible, the picture looks gorgeous. But come across the real thing, this is the worst. The product is not worth the price at all, neg
Terrible waste of money, neg
The product has a defect easily scratched, neg
very bad quality product The material seems to have expired, neg.
product delivered broken not assembled yet feel bad, neg
Disappointed with purchase, poor quality product, neg
Terrible, wringing does not dry out. Very sad, neg
Very shocked. So bad. Previously it was good to use. I like it very much. It's very safe. Not a wound, but a black one on the hand, a little stinging, neg
Good product, fresh color, used until today, pos
This shop sells products as advertised, delivered on schedule, product works well, pos
Much cheaper than in the mall, clear picture, new products, very good service staff. Order products with Lazada, never disappointed, pos
Good power, big screen, fast delivery, satisfied, pos
very big screen, sound quality is very clear, overall very good value,pos
easy to carry, get items quickly, pos
very ok as expected great,pos
Received the product within two days. OK. Reasonable price. Works normally, pos.
Very good, fast, well packed, good condition product, cheap price, no need to go shopping by yourself, good, pos
very fast delivery new products too Overall, full marks, pos
not satisfied at all Products made of inferior plastic very gang bang, neg
The packaging is not very good, the inside of the box is torn at all, neg
Product quality is not impressive, neg
Poor material, easy to break, waste of money, neg
Don't sell it, cancel this promotion. hurt the feelings I've been watching for several months, neg
The battery is very bad. It runs out very quickly. Guarantee doesn't help at all, neg.
see and feel bad Not confident in the products of this shop, neg
Very bad quality The first use, there was a burning smell, plus the rice was not cooked, neg.
